date,excercise_name,set_num,weight,rep
2021-01-29,Triceps Extension,2,66.13867866,14
2021-02-02,Bench Press (Barbell),1,44.09245244,5
2021-02-02,Bench Press (Barbell),2,110.2311311,5
2021-02-02,Bench Press (Barbell),3,176.3698097,3
2021-02-02,Bench Press (Barbell),4,198.416036,5
2021-02-02,Bench Press (Barbell),5,198.416036,5
2021-02-02,Bench Press (Barbell),6,198.416036,5
2021-02-02,Bench Press (Barbell),7,198.416036,5
2021-02-02,Chest Fly,1,130.0727347,12
2021-02-02,Chest Fly,2,130.0727347,12
2021-02-02,Chest Fly,3,130.0727347,12
2021-02-02,Overhead Press (Barbell),1,132.2773573,8
2021-02-02,Overhead Press (Barbell),2,132.2773573,8
2021-02-02,Overhead Press (Barbell),3,132.2773573,8
2021-02-02,Overhead Press (Barbell),4,132.2773573,8
2021-02-02,Lateral Raise (Dumbbell),1,30.86471671,15
2021-02-02,Lateral Raise (Dumbbell),2,30.86471671,15
2021-02-02,Lateral Raise (Dumbbell),3,30.86471671,15
2021-02-02,Lateral Raise (Dumbbell),4,17.63698097,14
2021-02-02,Chest Press (Machine),1,198.416036,10
2021-02-02,Chest Press (Machine),2,198.416036,10
2021-02-02,Triceps Pushdown (Cable - Straight Bar),1,70.5479239,15
2021-02-02,Triceps Pushdown (Cable - Straight Bar),2,70.5479239,15
2021-02-03,Chin Up,1,44.09245244,5
2021-02-03,Chin Up,2,44.09245244,5
2021-02-03,Chin Up,3,44.09245244,5
2021-02-03,Chin Up,4,44.09245244,5
2021-02-03,T Bar Row,1,121.2542442,10
2021-02-03,T Bar Row,2,121.2542442,9
2021-02-03,T Bar Row,3,121.2542442,9
2021-02-03,Lat Pulldown (Single Arm),1,119.0496216,12
2021-02-03,Lat Pulldown (Single Arm),2,119.0496216,12
2021-02-03,Lat Pulldown (Single Arm),3,119.0496216,11
2021-02-03,Leg Extension (Machine),1,244.713111,14
2021-02-03,Leg Extension (Machine),2,244.713111,14
2021-02-03,Lying Leg Curl (Machine),1,90.3895275,12
2021-02-03,Lying Leg Curl (Machine),2,94.79877274,10
2021-02-03,Reverse Fly (Machine),1,114.6403763,15
2021-02-03,Reverse Fly (Machine),2,114.6403763,14
2021-02-03,Bicep Curl (Dumbbell),1,26.45547146,12
2021-02-03,Hack Squat,1,242.5084884,8
2021-02-05,Bench Press (Barbell),1,44.09245244,8
2021-02-05,Bench Press (Barbell),2,110.2311311,8
2021-02-05,Bench Press (Barbell),3,154.3235835,5
2021-02-05,Bench Press (Barbell),4,176.3698097,10
2021-02-05,Bench Press (Barbell),5,176.3698097,10
2021-02-05,Bench Press (Barbell),6,176.3698097,8
2021-02-05,Bench Press (Barbell),7,176.3698097,6
2021-02-05,Chest Fly,1,134.4819799,10
2021-02-05,Chest Fly,2,130.0727347,11
2021-02-05,Chest Fly,3,130.0727347,11
2021-02-05,Overhead Press (Barbell),1,110.2311311,6
2021-02-05,Overhead Press (Barbell),2,110.2311311,6
2021-02-05,Overhead Press (Barbell),3,110.2311311,6
2021-02-05,Overhead Press (Barbell),4,110.2311311,5
2021-02-05,Lateral Raise (Dumbbell),1,30.86471671,15
2021-02-05,Lateral Raise (Dumbbell),2,30.86471671,15
2021-02-05,Lateral Raise (Dumbbell),3,30.86471671,15
2021-02-05,Chest Press (Machine),1,198.416036,10
2021-02-05,Chest Press (Machine),2,198.416036,9
2021-02-05,Triceps Extension,1,66.13867866,15
2021-02-05,Triceps Extension,2,66.13867866,13
2021-02-06,Chin Up,1,0,14
2021-02-06,Chin Up,2,0,13
2021-02-06,Chin Up,3,0,10
2021-02-06,Chin Up,4,0,8
2021-02-06,T Bar Row,1,126.7658008,8
2021-02-06,T Bar Row,2,121.2542442,8
2021-02-06,T Bar Row,3,121.2542442,8
2021-02-06,Leg Extension (Machine),1,244.713111,14
2021-02-06,Leg Extension (Machine),2,244.713111,14
2021-02-06,Leg Extension (Machine),3,244.713111,13
2021-02-06,Lying Leg Curl (Machine),1,94.79877274,11
2021-02-06,Lying Leg Curl (Machine),2,94.79877274,10
2021-02-06,Lying Leg Curl (Machine),3,94.79877274,10
2021-02-06,Lat Pulldown (Single Arm),1,119.0496216,12
2021-02-06,Lat Pulldown (Single Arm),2,119.0496216,12
2021-02-06,Lat Pulldown (Single Arm),3,119.0496216,12
2021-02-06,Reverse Fly (Machine),1,114.6403763,15
2021-02-06,Reverse Fly (Machine),2,114.6403763,14
2021-02-06,Bicep Curl (Barbell),1,55.11556555,15
2021-02-06,Bicep Curl (Barbell),2,55.11556555,11
2021-02-09,Bench Press (Barbell),1,44.09245244,5
2021-02-09,Bench Press (Barbell),2,110.2311311,5
2021-02-09,Bench Press (Barbell),3,176.3698097,3
2021-02-09,Bench Press (Barbell),4,198.416036,5
2021-02-09,Bench Press (Barbell),5,198.416036,5
2021-02-09,Bench Press (Barbell),6,198.416036,5
2021-02-09,Bench Press (Barbell),7,198.416036,5
2021-02-09,Chest Fly,1,130.0727347,12
2021-02-09,Chest Fly,2,130.0727347,12
2021-02-09,Chest Fly,3,130.0727347,12
2021-02-09,Overhead Press (Barbell),1,132.2773573,8
2021-02-09,Overhead Press (Barbell),2,132.2773573,8
2021-02-09,Overhead Press (Barbell),3,132.2773573,8
2021-02-09,Overhead Press (Barbell),4,132.2773573,8
2021-02-09,Lateral Raise (Dumbbell),1,30.86471671,15
2021-02-09,Lateral Raise (Dumbbell),2,30.86471671,15
2021-02-09,Lateral Raise (Dumbbell),3,30.86471671,15
2021-02-09,Lateral Raise (Dumbbell),4,17.63698097,14
2021-02-09,Chest Press (Machine),1,198.416036,10
2021-02-09,Chest Press (Machine),2,198.416036,10
2021-02-09,Triceps Pushdown (Cable - Straight Bar),1,70.5479239,15
2021-02-09,Triceps Pushdown (Cable - Straight Bar),2,70.5479239,15
2021-02-09,Bench Press (Barbell),1,44.09245244,5
2021-02-09,Bench Press (Barbell),2,110.2311311,5
2021-02-09,Bench Press (Barbell),3,176.3698097,3
2021-02-09,Bench Press (Barbell),4,198.416036,5
2021-02-09,Bench Press (Barbell),5,198.416036,5
2021-02-09,Bench Press (Barbell),6,198.416036,5
2021-02-09,Bench Press (Barbell),7,198.416036,5
2021-02-09,Chest Fly,1,130.0727347,12
2021-02-09,Chest Fly,2,130.0727347,12
2021-02-09,Chest Fly,3,130.0727347,12
2021-02-09,Overhead Press (Barbell),1,132.2773573,8
2021-02-09,Overhead Press (Barbell),2,132.2773573,8
2021-02-09,Overhead Press (Barbell),3,132.2773573,8
2021-02-09,Overhead Press (Barbell),4,132.2773573,8
2021-02-09,Lateral Raise (Dumbbell),1,30.86471671,15
2021-02-09,Lateral Raise (Dumbbell),2,30.86471671,15
2021-02-09,Lateral Raise (Dumbbell),3,30.86471671,15
2021-02-09,Lateral Raise (Dumbbell),4,17.63698097,14
2021-02-09,Chest Press (Machine),1,198.416036,10
2021-02-09,Chest Press (Machine),2,198.416036,10
2021-02-09,Triceps Pushdown (Cable - Straight Bar),1,70.5479239,15
2021-02-09,Triceps Pushdown (Cable - Straight Bar),2,70.5479239,15
2021-02-10,Chin Up,1,44.09245244,5
2021-02-10,Chin Up,2,44.09245244,5
2021-02-10,Chin Up,3,44.09245244,5
2021-02-10,Chin Up,4,44.09245244,5
2021-02-10,T Bar Row,1,121.2542442,10
2021-02-10,T Bar Row,2,121.2542442,9
2021-02-10,T Bar Row,3,121.2542442,9
2021-02-10,Lat Pulldown (Single Arm),1,119.0496216,12
2021-02-10,Lat Pulldown (Single Arm),2,119.0496216,12
2021-02-10,Lat Pulldown (Single Arm),3,119.0496216,11
2021-02-10,Reverse Fly (Machine),1,114.6403763,15
2021-02-10,Reverse Fly (Machine),2,114.6403763,15
2021-02-10,Bicep Curl (Dumbbell),1,26.45547146,12
2021-02-10,Bicep Curl (Dumbbell),2,26.45547146,12
2021-02-10,Hack Squat,1,264.5547146,8
2021-02-10,Hack Squat,2,264.5547146,8
2021-02-10,Hack Squat,3,264.5547146,8
2021-02-12,Bench Press (Barbell),1,44.09245244,8
2021-02-12,Bench Press (Barbell),2,110.2311311,8
2021-02-12,Bench Press (Barbell),3,154.3235835,5
2021-02-12,Bench Press (Barbell),4,176.3698097,10
2021-02-12,Bench Press (Barbell),5,176.3698097,10
2021-02-12,Bench Press (Barbell),6,176.3698097,8
2021-02-12,Bench Press (Barbell),7,176.3698097,7
2021-02-12,Chest Fly,1,130.0727347,12
2021-02-12,Chest Fly,2,130.0727347,12
2021-02-12,Chest Fly,3,130.0727347,11
2021-02-12,Overhead Press (Barbell),1,110.2311311,6
2021-02-12,Overhead Press (Barbell),2,110.2311311,6
2021-02-12,Overhead Press (Barbell),3,110.2311311,6
2021-02-12,Overhead Press (Barbell),4,110.2311311,4
2021-02-12,Lateral Raise (Dumbbell),1,30.86471671,16
2021-02-12,Lateral Raise (Dumbbell),2,30.86471671,16
2021-02-12,Lateral Raise (Dumbbell),3,30.86471671,15
2021-02-12,Lateral Raise (Dumbbell),4,30.86471671,15
2021-02-12,Chest Press (Machine),1,198.416036,10
2021-02-12,Chest Press (Machine),2,198.416036,9
2021-02-12,Triceps Extension,1,70.5479239,15
2021-02-12,Triceps Extension,2,70.5479239,14
2021-02-14,Chin Up,1,0,12
2021-02-14,Chin Up,2,0,11
2021-02-14,Chin Up,3,0,9
2021-02-14,Chin Up,4,0,7
2021-02-14,T Bar Row,1,121.2542442,8
2021-02-14,T Bar Row,2,121.2542442,8
2021-02-14,T Bar Row,3,121.2542442,8
2021-02-14,Leg Extension (Machine),1,244.713111,15
2021-02-14,Leg Extension (Machine),2,244.713111,15
2021-02-14,Leg Extension (Machine),3,244.713111,13
2021-02-14,Lat Pulldown (Single Arm),1,119.0496216,12
2021-02-14,Lat Pulldown (Single Arm),2,119.0496216,12
2021-02-14,Lat Pulldown (Single Arm),3,119.0496216,12
2021-02-14,Reverse Fly (Machine),1,114.6403763,15
2021-02-14,Reverse Fly (Machine),2,114.6403763,15
2021-02-14,Bicep Curl (Barbell),1,26.45547146,12
2021-02-14,Bicep Curl (Barbell),2,26.45547146,10
2021-02-16,Bench Press (Barbell),1,44.09245244,5
2021-02-16,Bench Press (Barbell),2,110.2311311,5
2021-02-16,Bench Press (Barbell),3,176.3698097,3
2021-02-16,Bench Press (Barbell),4,198.416036,5
2021-02-16,Bench Press (Barbell),5,198.416036,5
2021-02-16,Bench Press (Barbell),6,198.416036,5
2021-02-16,Bench Press (Barbell),7,198.416036,5
2021-02-16,Chest Fly,1,130.0727347,12
2021-02-16,Chest Fly,2,130.0727347,12
2021-02-16,Chest Fly,3,130.0727347,12
2021-02-16,Overhead Press (Barbell),1,132.2773573,8
2021-02-16,Overhead Press (Barbell),2,132.2773573,8
2021-02-16,Overhead Press (Barbell),3,132.2773573,8
2021-02-16,Overhead Press (Barbell),4,132.2773573,6
2021-02-16,Lateral Raise (Dumbbell),1,30.86471671,16
2021-02-16,Lateral Raise (Dumbbell),2,30.86471671,16
2021-02-16,Lateral Raise (Dumbbell),3,30.86471671,16
2021-02-16,Lateral Raise (Dumbbell),4,17.63698097,15
2021-02-16,Chest Press (Machine),1,198.416036,10
2021-02-16,Chest Press (Machine),2,198.416036,10
2021-02-16,Triceps Pushdown (Cable - Straight Bar),1,70.5479239,15
2021-02-16,Triceps Pushdown (Cable - Straight Bar),2,70.5479239,15
2021-02-17,Chin Up,1,44.09245244,5
2021-02-17,Chin Up,2,44.09245244,5
2021-02-17,Chin Up,3,44.09245244,5
2021-02-17,Chin Up,4,44.09245244,4
2021-02-17,T Bar Row,1,121.2542442,10
2021-02-17,T Bar Row,2,121.2542442,10
2021-02-17,T Bar Row,3,121.2542442,10
2021-02-17,Lat Pulldown (Single Arm),1,119.0496216,15
2021-02-17,Lat Pulldown (Single Arm),2,119.0496216,15
2021-02-17,Lat Pulldown (Single Arm),3,119.0496216,14
2021-02-17,Leg Extension (Machine),1,244.713111,14
2021-02-17,Reverse Fly (Machine),1,114.6403763,15
2021-02-17,Hack Squat,1,264.5547146,8
2021-02-17,Hack Squat,2,264.5547146,8
2021-02-17,Hack Squat,3,264.5547146,8
2021-02-17,Chin Up,1,44.09245244,5
2021-02-17,Chin Up,2,44.09245244,5
2021-02-17,Chin Up,3,44.09245244,5
2021-02-17,Chin Up,4,44.09245244,4
2021-02-17,T Bar Row,1,121.2542442,10
2021-02-17,T Bar Row,2,121.2542442,10
2021-02-17,T Bar Row,3,121.2542442,10
2021-02-17,Lat Pulldown (Single Arm),1,119.0496216,15
2021-02-17,Lat Pulldown (Single Arm),2,119.0496216,15
2021-02-17,Lat Pulldown (Single Arm),3,119.0496216,14
2021-02-17,Leg Extension (Machine),1,244.713111,14
2021-02-17,Reverse Fly (Machine),1,114.6403763,15
2021-02-17,Hack Squat,1,264.5547146,8
2021-02-17,Hack Squat,2,264.5547146,8
2021-02-17,Hack Squat,3,264.5547146,8
2021-02-21,Bench Press (Barbell),1,44.09245244,8
2021-02-21,Bench Press (Barbell),2,110.2311311,8
2021-02-21,Bench Press (Barbell),3,154.3235835,5
2021-02-21,Bench Press (Barbell),4,176.3698097,10
2021-02-21,Bench Press (Barbell),5,176.3698097,10
2021-02-21,Bench Press (Barbell),6,176.3698097,9
2021-02-21,Bench Press (Barbell),7,176.3698097,8
2021-02-21,Chest Fly,1,130.0727347,12
2021-02-21,Chest Fly,2,130.0727347,12
2021-02-21,Chest Fly,3,130.0727347,12
2021-02-21,Overhead Press (Barbell),1,132.2773573,8
2021-02-21,Overhead Press (Barbell),2,132.2773573,8
2021-02-21,Overhead Press (Barbell),3,132.2773573,8
2021-02-21,Overhead Press (Barbell),4,132.2773573,7
2021-02-21,Lateral Raise (Dumbbell),1,30.86471671,18
2021-02-21,Lateral Raise (Dumbbell),2,30.86471671,18
2021-02-21,Lateral Raise (Dumbbell),3,30.86471671,18
2021-02-21,Lateral Raise (Dumbbell),4,17.63698097,18
2021-02-21,Chest Press (Machine),1,198.416036,10
2021-02-21,Chest Press (Machine),2,198.416036,9
2021-02-21,Triceps Extension,1,66.13867866,15
2021-02-21,Triceps Extension,2,66.13867866,11
2021-02-23,Bench Press (Barbell),1,44.09245244,5
2021-02-23,Bench Press (Barbell),2,110.2311311,5
2021-02-23,Bench Press (Barbell),3,176.3698097,3
2021-02-23,Bench Press (Barbell),4,198.416036,5
2021-02-23,Bench Press (Barbell),5,198.416036,5
2021-02-23,Bench Press (Barbell),6,198.416036,5
2021-02-23,Bench Press (Barbell),7,198.416036,5
2021-02-23,Chest Fly,1,130.0727347,12
2021-02-23,Chest Fly,2,130.0727347,12
2021-02-23,Chest Fly,3,130.0727347,12
2021-02-23,Overhead Press (Barbell),1,110.2311311,6
2021-02-23,Overhead Press (Barbell),2,132.2773573,8
2021-02-23,Overhead Press (Barbell),3,132.2773573,8
2021-02-23,Overhead Press (Barbell),4,132.2773573,8
2021-02-23,Lateral Raise (Dumbbell),1,30.86471671,18
2021-02-23,Lateral Raise (Dumbbell),2,30.86471671,18
2021-02-23,Lateral Raise (Dumbbell),3,30.86471671,16
2021-02-23,Lateral Raise (Dumbbell),4,17.63698097,15
2021-02-23,Chest Press (Machine),1,198.416036,10
2021-02-23,Chest Press (Machine),2,198.416036,10
2021-02-23,Triceps Pushdown (Cable - Straight Bar),1,70.5479239,16
2021-02-23,Triceps Pushdown (Cable - Straight Bar),2,70.5479239,15
2021-02-23,Bench Press (Barbell),1,44.09245244,5
2021-02-23,Bench Press (Barbell),2,110.2311311,5
2021-02-23,Bench Press (Barbell),3,176.3698097,3
2021-02-23,Bench Press (Barbell),4,198.416036,5
2021-02-23,Bench Press (Barbell),5,198.416036,5
2021-02-23,Bench Press (Barbell),6,198.416036,5
2021-02-23,Bench Press (Barbell),7,198.416036,5
2021-02-23,Chest Fly,1,130.0727347,12
2021-02-23,Chest Fly,2,130.0727347,12
2021-02-23,Chest Fly,3,130.0727347,12
2021-02-23,Overhead Press (Barbell),1,110.2311311,6
2021-02-23,Overhead Press (Barbell),2,132.2773573,8
2021-02-23,Overhead Press (Barbell),3,132.2773573,8
2021-02-23,Overhead Press (Barbell),4,132.2773573,8
2021-02-23,Lateral Raise (Dumbbell),1,30.86471671,18
2021-02-23,Lateral Raise (Dumbbell),2,30.86471671,18
2021-02-23,Lateral Raise (Dumbbell),3,30.86471671,16
2021-02-23,Lateral Raise (Dumbbell),4,17.63698097,15
2021-02-23,Chest Press (Machine),1,198.416036,10
2021-02-23,Chest Press (Machine),2,198.416036,10
2021-02-23,Triceps Pushdown (Cable - Straight Bar),1,70.5479239,16
2021-02-23,Triceps Pushdown (Cable - Straight Bar),2,70.5479239,15
2021-02-24,Chin Up,1,44.09245244,6
2021-02-24,Chin Up,2,44.09245244,6
2021-02-24,Chin Up,3,44.09245244,5
2021-02-24,Chin Up,4,44.09245244,5
2021-02-24,T Bar Row,1,126.7658008,10
2021-02-24,T Bar Row,2,126.7658008,10
2021-02-24,T Bar Row,3,126.7658008,9
2021-02-24,Lat Pulldown (Single Arm),1,130.0727347,12
2021-02-24,Lat Pulldown (Single Arm),2,130.0727347,12
2021-02-24,Lat Pulldown (Single Arm),3,130.0727347,10
2021-02-24,Reverse Fly (Machine),1,114.6403763,15
2021-02-24,Reverse Fly (Machine),2,114.6403763,15
2021-02-24,Bicep Curl (Dumbbell),1,26.45547146,12
2021-02-24,Bicep Curl (Dumbbell),2,26.45547146,10
2021-02-24,Hack Squat,1,264.5547146,8
2021-02-24,Hack Squat,2,264.5547146,8
2021-02-24,Hack Squat,3,264.5547146,8
2021-02-26,Bench Press (Barbell),1,44.09245244,8
2021-02-26,Bench Press (Barbell),2,110.2311311,8
2021-02-26,Bench Press (Barbell),3,154.3235835,5
2021-02-26,Bench Press (Barbell),4,176.3698097,10
2021-02-26,Bench Press (Barbell),5,176.3698097,10
2021-02-26,Bench Press (Barbell),6,176.3698097,9
2021-02-26,Bench Press (Barbell),7,176.3698097,8
2021-02-26,Chest Fly,1,130.0727347,12
2021-02-26,Chest Fly,2,130.0727347,12
2021-02-26,Chest Fly,3,130.0727347,12
2021-02-26,Overhead Press (Barbell),1,132.2773573,8
2021-02-26,Overhead Press (Barbell),2,132.2773573,8
2021-02-26,Overhead Press (Barbell),3,132.2773573,8
2021-02-26,Overhead Press (Barbell),4,132.2773573,8
2021-02-26,Lateral Raise (Dumbbell),1,30.86471671,20
2021-02-26,Lateral Raise (Dumbbell),2,30.86471671,20
2021-02-26,Lateral Raise (Dumbbell),3,30.86471671,16
2021-02-26,Chest Press (Machine),1,198.416036,10
2021-02-26,Chest Press (Machine),2,198.416036,9
2021-02-26,Triceps Extension,1,66.13867866,15
2021-02-26,Triceps Extension,2,66.13867866,13
2021-02-28,Chin Up,1,0,13
2021-02-28,Chin Up,2,0,11
2021-02-28,Chin Up,3,0,9
2021-02-28,Chin Up,4,0,8
2021-02-28,T Bar Row,1,132.2773573,8
2021-02-28,T Bar Row,2,132.2773573,8
2021-02-28,T Bar Row,3,132.2773573,8
2021-02-28,Lat Pulldown (Single Arm),1,130.0727347,12
2021-02-28,Lat Pulldown (Single Arm),2,130.0727347,12
2021-02-28,Lat Pulldown (Single Arm),3,130.0727347,12
2021-02-28,Reverse Fly (Machine),1,114.6403763,15
2021-02-28,Reverse Fly (Machine),2,119.0496216,15
2021-02-28,Bicep Curl (Barbell),1,55.11556555,16
2021-02-28,Bicep Curl (Barbell),2,55.11556555,13
2021-02-28,Hack Squat,1,264.5547146,8
2021-02-28,Hack Squat,2,264.5547146,8
2021-02-28,Hack Squat,3,264.5547146,8
2021-03-01,Bench Press (Barbell),1,44.09245244,5
2021-03-01,Bench Press (Barbell),2,110.2311311,5
2021-03-01,Bench Press (Barbell),3,176.3698097,3
2021-03-01,Bench Press (Barbell),4,198.416036,6
2021-03-01,Bench Press (Barbell),5,198.416036,6
2021-03-01,Bench Press (Barbell),6,198.416036,6
2021-03-01,Bench Press (Barbell),7,198.416036,5
2021-03-01,Chest Fly,1,130.0727347,12
2021-03-01,Chest Fly,2,130.0727347,12
2021-03-01,Chest Fly,3,130.0727347,12
2021-03-01,Overhead Press (Barbell),1,110.2311311,7
2021-03-01,Overhead Press (Barbell),2,110.2311311,7
2021-03-01,Overhead Press (Barbell),3,110.2311311,6
2021-03-01,Overhead Press (Barbell),4,110.2311311,6
2021-03-01,Lateral Raise (Dumbbell),1,30.86471671,20
2021-03-01,Lateral Raise (Dumbbell),2,30.86471671,20
2021-03-01,Lateral Raise (Dumbbell),3,30.86471671,17
2021-03-01,Lateral Raise (Dumbbell),4,17.63698097,15
2021-03-01,Chest Press (Machine),1,198.416036,10
2021-03-01,Chest Press (Machine),2,198.416036,10
2021-03-01,Triceps Pushdown (Cable - Straight Bar),1,79.36641439,15
2021-03-01,Triceps Pushdown (Cable - Straight Bar),2,79.36641439,14
2021-03-03,Chin Up,1,44.09245244,6
2021-03-03,Chin Up,2,44.09245244,6
2021-03-03,Chin Up,3,44.09245244,5
2021-03-03,Chin Up,4,44.09245244,5
2021-03-03,T Bar Row,1,137.7889139,8
2021-03-03,T Bar Row,2,137.7889139,8
2021-03-03,T Bar Row,3,137.7889139,7
2021-03-03,Lat Pulldown (Single Arm),1,130.0727347,12
2021-03-03,Lat Pulldown (Single Arm),2,130.0727347,12
2021-03-03,Lat Pulldown (Single Arm),3,130.0727347,12
2021-03-03,Reverse Fly (Machine),1,119.0496216,15
2021-03-03,Reverse Fly (Machine),2,114.6403763,13
2021-03-03,Bicep Curl (Dumbbell),1,26.45547146,12
2021-03-03,Bicep Curl (Dumbbell),2,26.45547146,12
2021-03-03,Hack Squat,1,264.5547146,8
2021-03-03,Hack Squat,2,275.5778277,8
2021-03-03,Hack Squat,3,275.5778277,8
2021-03-04,Bench Press (Barbell),1,44.09245244,8
2021-03-04,Bench Press (Barbell),2,110.2311311,8
2021-03-04,Bench Press (Barbell),3,154.3235835,5
2021-03-04,Bench Press (Barbell),4,176.3698097,11
2021-03-04,Bench Press (Barbell),5,176.3698097,11
2021-03-04,Bench Press (Barbell),6,176.3698097,9
2021-03-04,Bench Press (Barbell),7,176.3698097,9
2021-03-04,Chest Fly,1,130.0727347,12
2021-03-04,Chest Fly,2,130.0727347,12
2021-03-04,Chest Fly,3,130.0727347,12
2021-03-04,Overhead Press (Barbell),1,132.2773573,9
2021-03-04,Overhead Press (Barbell),2,132.2773573,9
2021-03-04,Overhead Press (Barbell),3,132.2773573,9
2021-03-04,Overhead Press (Barbell),4,132.2773573,8
2021-03-04,Lateral Raise (Dumbbell),1,30.86471671,20
2021-03-04,Lateral Raise (Dumbbell),2,30.86471671,20
2021-03-04,Lateral Raise (Dumbbell),3,30.86471671,20
2021-03-04,Lateral Raise (Dumbbell),4,17.63698097,15
2021-03-04,Chest Press (Machine),1,198.416036,8
2021-03-04,Chest Press (Machine),2,198.416036,9
2021-03-04,Triceps Extension,1,66.13867866,15
2021-03-04,Triceps Extension,2,66.13867866,15
2021-03-04,Bench Press (Barbell),1,44.09245244,8
2021-03-04,Bench Press (Barbell),2,110.2311311,8
2021-03-04,Bench Press (Barbell),3,154.3235835,5
2021-03-04,Bench Press (Barbell),4,176.3698097,11
2021-03-04,Bench Press (Barbell),5,176.3698097,11
2021-03-04,Bench Press (Barbell),6,176.3698097,9
2021-03-04,Bench Press (Barbell),7,176.3698097,9
2021-03-04,Chest Fly,1,130.0727347,12
2021-03-04,Chest Fly,2,130.0727347,12
2021-03-04,Chest Fly,3,130.0727347,12
2021-03-04,Overhead Press (Barbell),1,132.2773573,9
2021-03-04,Overhead Press (Barbell),2,132.2773573,9
2021-03-04,Overhead Press (Barbell),3,132.2773573,9
2021-03-04,Overhead Press (Barbell),4,132.2773573,8
2021-03-04,Lateral Raise (Dumbbell),1,30.86471671,20
2021-03-04,Lateral Raise (Dumbbell),2,30.86471671,20
2021-03-04,Lateral Raise (Dumbbell),3,30.86471671,20
2021-03-04,Lateral Raise (Dumbbell),4,17.63698097,15
2021-03-04,Chest Press (Machine),1,198.416036,8
2021-03-04,Chest Press (Machine),2,198.416036,9
2021-03-04,Triceps Extension,1,66.13867866,15
2021-03-04,Triceps Extension,2,66.13867866,15
2021-03-06,Chin Up,1,0,13
2021-03-06,Chin Up,2,0,11
2021-03-06,Chin Up,3,0,9
2021-03-06,Chin Up,4,0,8
2021-03-06,T Bar Row,1,137.7889139,8
2021-03-06,T Bar Row,2,137.7889139,8
2021-03-06,T Bar Row,3,137.7889139,8
2021-03-06,Lat Pulldown (Single Arm),1,141.0958478,12
2021-03-06,Lat Pulldown (Single Arm),2,141.0958478,10
2021-03-06,Lat Pulldown (Single Arm),3,130.0727347,9
2021-03-06,Hack Squat,1,286.6009408,8
2021-03-06,Hack Squat,2,286.6009408,8
2021-03-06,Hack Squat,3,286.6009408,8
2021-03-06,Reverse Fly (Machine),1,119.0496216,15
2021-03-06,Reverse Fly (Machine),2,119.0496216,15
2021-03-06,Bicep Curl (Barbell),1,55.11556555,17
2021-03-06,Bicep Curl (Barbell),2,55.11556555,15
2021-03-08,Bench Press (Barbell),1,44.09245244,5
2021-03-08,Bench Press (Barbell),2,110.2311311,5
2021-03-08,Bench Press (Barbell),3,176.3698097,3
2021-03-08,Bench Press (Barbell),4,203.9275925,6
2021-03-08,Bench Press (Barbell),5,203.9275925,5
2021-03-08,Bench Press (Barbell),6,203.9275925,5
2021-03-08,Bench Press (Barbell),7,203.9275925,5
2021-03-08,Chest Fly,1,130.0727347,12
2021-03-08,Chest Fly,2,130.0727347,12
2021-03-08,Chest Fly,3,130.0727347,12
2021-03-08,Overhead Press (Barbell),1,137.7889139,8
2021-03-08,Overhead Press (Barbell),2,137.7889139,8
2021-03-08,Overhead Press (Barbell),3,137.7889139,8
2021-03-08,Overhead Press (Barbell),4,137.7889139,8
2021-03-08,Lateral Raise (Dumbbell),1,35.27396195,16
2021-03-08,Lateral Raise (Dumbbell),2,35.27396195,16
2021-03-08,Lateral Raise (Dumbbell),3,35.27396195,14
2021-03-08,Lateral Raise (Dumbbell),4,17.63698097,15
2021-03-08,Chest Press (Machine),1,198.416036,10
2021-03-08,Chest Press (Machine),2,198.416036,10
2021-03-08,Chest Press (Machine),3,198.416036,9
2021-03-08,Triceps Pushdown (Cable - Straight Bar),1,79.36641439,15
2021-03-08,Triceps Pushdown (Cable - Straight Bar),2,79.36641439,14
2021-03-09,Chin Up,1,44.09245244,6
2021-03-09,Chin Up,2,44.09245244,6
2021-03-09,Chin Up,3,44.09245244,5
2021-03-09,Chin Up,4,44.09245244,5
2021-03-09,T Bar Row,1,137.7889139,8
2021-03-09,T Bar Row,2,137.7889139,8
2021-03-09,T Bar Row,3,137.7889139,8
2021-03-09,Hack Squat,1,297.6240539,8
2021-03-09,Hack Squat,2,297.6240539,8
2021-03-09,Hack Squat,3,297.6240539,8
2021-03-09,Lat Pulldown (Single Arm),1,141.0958478,12
2021-03-09,Lat Pulldown (Single Arm),2,141.0958478,12
2021-03-09,Lat Pulldown (Single Arm),3,141.0958478,11
2021-03-09,Reverse Fly (Machine),1,119.0496216,15
2021-03-09,Reverse Fly (Machine),2,119.0496216,14
2021-03-09,Bicep Curl (Dumbbell),1,26.45547146,14
2021-03-09,Bicep Curl (Dumbbell),2,26.45547146,11
2021-03-11,Bench Press (Barbell),1,44.09245244,8
2021-03-11,Bench Press (Barbell),2,110.2311311,8
2021-03-11,Bench Press (Barbell),3,154.3235835,5
2021-03-11,Bench Press (Barbell),4,181.8813663,11
2021-03-11,Bench Press (Barbell),5,181.8813663,10
2021-03-11,Bench Press (Barbell),6,181.8813663,8
2021-03-11,Bench Press (Barbell),7,181.8813663,7
2021-03-11,Chest Fly,1,130.0727347,12
2021-03-11,Chest Fly,2,130.0727347,12
2021-03-11,Chest Fly,3,130.0727347,12
